Timestamp,Event,Content,Touchpoint,Location,PunctuationInSentece,NumberOfWords,NumberOfCharacters,SelectedButtonIndex,FullSentece,TimeSpan,IdentificationTags,LocationTags
30:10.9,output-updated,but it needs a lot ,,,,0,0,0,,,,
30:11.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:11.1,word-prediction[1]-updated,of,,"740,195",,0,0,0,,,,
30:11.1,word-prediction[2]-updated,more,,"650,623",,0,0,0,,,,
30:11.1,word-prediction[3]-updated,to,,"380,195",,0,0,0,,,,
30:11.2,word-prediction[4]-updated,about,,"70,410",,0,0,0,,,,
30:12.4,word-prediction[1]-selected,of,"751.5,233.5","740,195",,0,0,0,,,,
30:12.4,output-updated,but it needs a lot of ,,,,0,0,0,,,,
30:12.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:12.5,sentence-prediction[1]-updated,app development,,"70,410",N,2,0,0,but we are now in a new era of app development,,"Unknown, person3, person5, person7, person4, person1, person2, person8, person6","location8, location6, lcoation1, location2, location5, location3, lovation7, location4"
30:12.6,sentence-prediction[2]-updated,the world,,"380,195",N,2,0,0,even a scratch and it is the end of the world,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
30:12.6,sentence-prediction[3]-updated,predicting single words it also predicts sentences,,"830,195",N,7,0,0,so instead of predicting single words it also predicts sentences,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:12.6,sentence-prediction[4]-updated,being a bad mother for not picking me up when i fell as a small child,,"470,623",N,16,0,0,my mom was accused of being a bad mother for not picking me up when i fell as a small child,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
30:12.6,sentence-prediction[5]-updated,sentences the more sentences or part of the sentence i will be able to select,,"160,345",N,15,0,0,because the bigger the database of sentences the more sentences or part of the sentence i will be able to select,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:12.6,word-prediction[1]-updated,people,,"830,130",,0,0,0,,,,
30:12.6,word-prediction[2]-updated,time,,"380,130",,0,0,0,,,,
30:12.6,word-prediction[3]-updated,fun,,"340,410",,0,0,0,,,,
30:12.7,word-prediction[4]-updated,work,,"110,195",,0,0,0,,,,
30:14.2,Letter-button-selected,u,"599,295","560,260",,0,0,0,,,,
30:14.2,output-updated,but it needs a lot of u,,,,0,0,0,,,,
30:14.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:14.3,sentence-prediction[1]-updated,us context tags will improve the predictions,,"160,410",N,7,0,0,but we also use a camera to gives us context tags will improve the predictions,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:14.4,sentence-prediction[2]-updated,up when i fell as a small child,,"830,195",N,8,0,0,my mom was accused of being a bad mother for not picking me up when i fell as a small child,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
30:14.4,sentence-prediction[3]-updated,up full sentences or part of the sentence if it fits,,"830,130",N,11,0,0,i can pick up full sentences or part of the sentence if it fits,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:14.4,sentence-prediction[4]-updated,university,,"560,623",N,1,0,0,i am a professor at dundee university,,"person2, Unknown, person3, person1, person4, person7, person6, person5, person8","location6, lovation7, location5, lcoation1, location4, location2, location3, location8"
30:14.4,word-prediction[1]-updated,use,,"160,345",,0,0,0,,,,
30:14.4,word-prediction[2]-updated,u,,"560,195",,0,0,0,,,,
30:14.4,word-prediction[3]-updated,ur,,"290,195",,0,0,0,,,,
30:14.5,word-prediction[4]-updated,understanding,,"560,558",,0,0,0,,,,
30:15.9,word-prediction[1]-selected,use,"197.5,365.5","160,345",,0,0,0,,,,
30:15.9,output-updated,but it needs a lot of use ,,,,0,0,0,,,,
30:16.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:16.1,sentence-prediction[1]-updated,a touch screen,,"70,410",N,3,0,0,but it is so difficult to locate literate users who use a touch screen,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
30:16.1,sentence-prediction[2]-updated,a camera to gives us context tags will improve the predictions,,"70,345",N,11,0,0,but we also use a camera to gives us context tags will improve the predictions,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:16.1,sentence-prediction[3]-updated,it the better it becomes,,"650,195",N,5,0,0,and the more i use it the better it becomes,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
30:16.1,sentence-prediction[4]-updated,the system,,"380,195",N,2,0,0,it has been amazing to use the system,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
30:16.1,word-prediction[1]-updated,of,,"740,130",,0,0,0,,,,
30:16.1,word-prediction[2]-updated,to,,"380,130",,0,0,0,,,,
30:16.1,word-prediction[3]-updated,your,,"470,130",,0,0,0,,,,
30:16.2,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
30:17.2,sentence-added-to-database,but it needs a lot of use,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:17.2,TTS-button-selected,but it needs a lot of use ,"1,032,723","960,688",,0,0,0,,,,
30:17.2,words-per-minute-value_word_count,14.09,,,,7,0,0,but it needs a lot of use,0.49677,,
30:17.2,words-per-minute-value_character_count,9.66,,,,0,25,0,but it needs a lot of use,0.49677,,
30:24.7,Clear-button-selected,Clear,"1013.5,506","960,475",,0,0,0,,,,
30:24.8,words-per-minute-value_word_count,14.09,,,,7,0,0,but it needs a lot of use,0.49677,,
30:24.8,words-per-minute-value_character_count,9.66,,,,0,25,0,but it needs a lot of use,0.49677,,
30:24.8,output-updated,,,,,0,0,0,,,,
30:24.9,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
30:24.9,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:24.9,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:24.9,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:24.9,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:24.9,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
30:25.0,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
30:25.0,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
30:25.0,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
30:25.0,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
31:19.9,Letter-button-selected,s,"206,520","160,475",,0,0,0,,,,
31:20.0,output-updated,s,,,,0,0,0,,,,
31:20.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:20.0,sentence-prediction[1]-updated,so cool,,"740,195",N,2,0,0,it so cool,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:20.1,word-prediction[1]-updated,said,,"70,410",,0,0,0,,,,
31:20.1,word-prediction[2]-updated,some,,"740,130",,0,0,0,,,,
31:20.1,word-prediction[3]-updated,she,,"520,410",,0,0,0,,,,
31:20.1,word-prediction[4]-updated,see,,"200,195",,0,0,0,,,,
31:21.6,Sentence-prediction[1]-selected,so,"776.5,231.5",,N,2,0,1,so cool,,,
31:21.7,output-updated,so ,,,,0,0,0,,,,
31:21.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:21.8,sentence-prediction[1]-updated,my physiotherapist will be so pleased to hear that my adductors were stretched,,"650,623",N,13,0,0,so my physiotherapist will be so pleased to hear that my adductors were stretched,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
31:21.8,sentence-prediction[2]-updated,this is our new prediction system,,"380,195",N,6,0,0,so this is our new prediction system,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:21.8,sentence-prediction[3]-updated,cool,,"290,623",N,1,0,0,it so cool,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:21.8,sentence-prediction[4]-updated,exciting,,"200,195",N,1,0,0,it's so exciting,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
31:21.8,sentence-prediction[5]-updated,amazing for people with cerebral palsy,,"70,410",N,6,0,0,it is so amazing for people with cerebral palsy,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
31:21.9,word-prediction[1]-updated,i,,"650,130",,0,0,0,,,,
31:21.9,word-prediction[2]-updated,many,,"650,558",,0,0,0,,,,
31:21.9,word-prediction[3]-updated,that,,"380,130",,0,0,0,,,,
31:21.9,word-prediction[4]-updated,we,,"110,195",,0,0,0,,,,
31:24.3,word-prediction[1]-selected,i,"660.5,170.5","650,130",,0,0,0,,,,
31:24.3,output-updated,so i ,,,,0,0,0,,,,
31:24.4,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:24.4,sentence-prediction[1]-updated,think so,,"380,195",N,2,0,0,i think so,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:24.4,sentence-prediction[2]-updated,had a lovely new horse,,"520,410",N,5,0,0,so i had a lovely new horse,,,"location4, location2, lcoation1, location3, location6, location8, location5, lovation7"
31:24.5,sentence-prediction[3]-updated,try to use it as much as i am able to build up my database,,"380,130",N,15,0,0,so that is why i try to use it as much as i am able to build up my database,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:24.5,sentence-prediction[4]-updated,never get frustrated,,"560,623",N,3,0,0,so i never get frustrated,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
31:24.5,sentence-prediction[5]-updated,need to save it,,"560,558",N,4,0,0,so where do i need to save it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
31:24.5,word-prediction[1]-updated,can,,"290,623",,0,0,0,,,,
31:24.5,word-prediction[2]-updated,have,,"520,345",,0,0,0,,,,
31:24.5,word-prediction[3]-updated,was,,"110,195",,0,0,0,,,,
31:24.5,word-prediction[4]-updated,could,,"290,558",,0,0,0,,,,
31:26.4,word-prediction[1]-selected,can,"322,645.50","290,623",,0,0,0,,,,
31:26.4,output-updated,so i can ,,,,0,0,0,,,,
31:26.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:26.5,sentence-prediction[1]-updated,demonstrate how i can get either words or sentences that i have used before,,"250,410",N,14,0,0,but i can demonstrate how i can get either words or sentences that i have used before,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:26.6,sentence-prediction[2]-updated,place predictions above the letter you are aiming for,,"830,195",N,9,0,0,so we have split the keyboard so we can place predictions above the letter you are aiming for,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
31:26.6,sentence-prediction[3]-updated,place predictions above the letter you want,,"830,130",N,7,0,0,so we have split the keyboard so we can place predictions above the letter you want,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
31:26.6,sentence-prediction[4]-updated,you hear me,,"470,195",N,3,0,0,can you hear me,,"person1, person6, person5, Unknown, person3, person2, person7, person4","location2, lovation7, location4, location8, location5, location6, lcoation1, location3"
31:26.6,sentence-prediction[5]-updated,be very quick,,"470,623",N,3,0,0,slow text input can be very quick,,"person1, Unknown, person3, person7, person2, person5, person4, person6, person8","location2, location3, lcoation1, location5, location6, location4, location8, lovation7"
31:26.6,word-prediction[1]-updated,get,,"430,345",,0,0,0,,,,
31:26.6,word-prediction[2]-updated,see,,"160,410",,0,0,0,,,,
31:26.6,word-prediction[3]-updated,dm,,"250,345",,0,0,0,,,,
31:26.6,word-prediction[4]-updated,have,,"520,345",,0,0,0,,,,
31:29.2,Letter-button-selected,p,"883.5,297","830,260",,0,0,0,,,,
31:29.2,output-updated,so i can p,,,,0,0,0,,,,
31:29.3,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:29.4,sentence-prediction[1]-updated,put in four unsuccessful proposals in the past year,,"560,195",N,9,0,0,i have put in four unsuccessful proposals in the past year,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
31:29.4,sentence-prediction[2]-updated,place predictions above the letter you are aiming for,,"790,410",N,9,0,0,so we have split the keyboard so we can place predictions above the letter you are aiming for,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
31:29.4,sentence-prediction[3]-updated,prototype,,"290,195",N,1,0,0,so this is a real prototype,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:29.4,word-prediction[1]-updated,play,,"790,345",,0,0,0,,,,
31:29.4,word-prediction[2]-updated,pick,,"650,130",,0,0,0,,,,
31:29.4,word-prediction[3]-updated,promise,,"290,130",,0,0,0,,,,
31:29.5,word-prediction[4]-updated,post,,"740,130",,0,0,0,,,,
31:30.9,word-prediction[2]-selected,pick,"659.5,142","650,130",,0,0,0,,,,
31:30.9,output-updated,so i can pick ,,,,0,0,0,,,,
31:31.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:31.1,sentence-prediction[1]-updated,up full sentences or part of the sentence if it fits,,"560,195",N,11,0,0,i can pick up full sentences or part of the sentence if it fits,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:31.2,word-prediction[1]-updated,your,,"470,195",,0,0,0,,,,
31:31.2,word-prediction[2]-updated,it,,"650,130",,0,0,0,,,,
31:31.2,word-prediction[3]-updated,a,,"70,410",,0,0,0,,,,
31:31.2,word-prediction[4]-updated,the,,"380,195",,0,0,0,,,,
31:33.4,Sentence-prediction[1]-selected,up full sentences or part of the sentence if it fits,"1,299,239.50",,N,11,0,11,up full sentences or part of the sentence if it fits,,,
31:33.4,output-updated,so i can pick up full sentences or part of the sentence if it fits ,,,,0,0,0,,,,
31:33.5,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:33.6,word-prediction[1]-updated,the,,"380,195",,0,0,0,,,,
31:33.6,word-prediction[2]-updated,into,,"650,195",,0,0,0,,,,
31:33.6,word-prediction[3]-updated,in,,"650,130",,0,0,0,,,,
31:33.7,word-prediction[4]-updated,all,,"70,410",,0,0,0,,,,
31:35.2,sentence-added-to-database,so i can pick up full sentences or part of the sentence if it fits,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:35.2,TTS-button-selected,so i can pick up full sentences or part of the sentence if it fits ,"1011.5,716","960,688",,0,0,0,,,,
31:35.3,words-per-minute-value_word_count,66.88,,,,15,0,0,so i can pick up full sentences or part of the sentence if it fits,0.22429,,
31:35.3,words-per-minute-value_character_count,57.96,,,,0,66,0,so i can pick up full sentences or part of the sentence if it fits,0.22429,,
31:40.5,Clear-button-selected,Clear,"1,003,511.50","960,475",,0,0,0,,,,
31:40.5,words-per-minute-value_word_count,66.88,,,,15,0,0,so i can pick up full sentences or part of the sentence if it fits,0.22429,,
31:40.5,words-per-minute-value_character_count,57.96,,,,0,66,0,so i can pick up full sentences or part of the sentence if it fits,0.22429,,
31:40.6,output-updated,,,,,0,0,0,,,,
31:40.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
31:40.7,sentence-prediction[1]-updated,hello alex,,"520,410",N,2,0,0,hello alex,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:40.7,sentence-prediction[2]-updated,exactly,,"200,195",N,1,0,0,exactly,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:40.7,sentence-prediction[3]-updated,hello everyone,,"520,345",N,2,0,0,hello everyone,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:40.7,sentence-prediction[4]-updated,the voice,,"380,195",N,2,0,0,the voice,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:40.7,sentence-prediction[5]-updated,normal please,,"560,623",N,2,0,0,normal please,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
31:40.7,word-prediction[1]-updated,to,,"380,130",,0,0,0,,,,
31:40.8,word-prediction[2]-updated,and,,"70,345",,0,0,0,,,,
31:40.8,word-prediction[3]-updated,of,,"740,130",,0,0,0,,,,
31:40.8,word-prediction[4]-updated,in,,"650,130",,0,0,0,,,,
32:08.6,Letter-button-selected,i,"677.5,299","650,260",,0,0,0,,,,
32:08.6,output-updated,i,,,,0,0,0,,,,
32:08.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:08.7,sentence-prediction[1]-updated,in four unsuccessful proposals in the past year,,"560,623",N,8,0,0,i have put in four unsuccessful proposals in the past year,,"person7, person6, person2, Unknown, person1, person5, person4, person3, person8","lovation7, location8, location6, lcoation1, location3, location4, location2, location5"
32:08.7,sentence-prediction[2]-updated,in fact,,"560,558",N,2,0,0,amazing in fact,,"person7, person5, Unknown, person2, person3, person6, person1, person4, person8","location8, location2, lovation7, location5, location4, location3, lcoation1, location6"
32:08.7,word-prediction[1]-updated,i,,"650,195",,0,0,0,,,,
32:08.7,word-prediction[2]-updated,is,,"160,410",,0,0,0,,,,
32:08.8,word-prediction[3]-updated,it,,"380,195",,0,0,0,,,,
32:08.8,word-prediction[4]-updated,if,,"340,410",,0,0,0,,,,
32:09.6,word-prediction[1]-selected,i,"696.5,233.5","650,195",,0,0,0,,,,
32:09.6,output-updated,i ,,,,0,0,0,,,,
32:09.7,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:09.8,sentence-prediction[1]-updated,can demonstrate how i can get either words or sentences that i have used before,,"290,623",N,15,0,0,but i can demonstrate how i can get either words or sentences that i have used before,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:09.8,sentence-prediction[2]-updated,think i am typing at a faster rate than i usually do.,,"380,195",Y,12,0,0,i think i am typing at a faster rate than i usually do.,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
32:09.8,sentence-prediction[3]-updated,am hoping that eventually i will find whole sentences to use as i speak,,"70,410",N,14,0,0,so i am hoping that eventually i will find whole sentences to use as i speak,,"person2, person1, person7, person4, person5, Unknown, person6, person3","location6, lovation7, location2, location4, location5, location8, lcoation1, location3"
32:09.8,sentence-prediction[4]-updated,wonder how much i will enjoy using this system,,"110,130",N,9,0,0,i wonder how much i will enjoy using this system,,"person2, person4, person1, person3, person5, person7, Unknown, person6, person8","lovation7, location2, location8, location5, lcoation1, location6, location4, location3"
32:09.8,sentence-prediction[5]-updated,need a button to say i have something to say.,,"560,558",Y,10,0,0,i need a button to say i have something to say.,,"person1, person7, person3, person2, person4, person5, Unknown, person6, person8","location2, lovation7, lcoation1, location6, location8, location5, location3, location4"
32:09.8,word-prediction[1]-updated,have,,"520,345",,0,0,0,,,,
32:09.9,word-prediction[2]-updated,was,,"110,195",,0,0,0,,,,
32:09.9,word-prediction[3]-updated,don't,,"250,345",,0,0,0,,,,
32:09.9,word-prediction[4]-updated,love,,"790,345",,0,0,0,,,,
32:11.7,word-prediction[3]-selected,don't,"309,393.50","250,345",,0,0,0,,,,
32:11.7,output-updated,i don't ,,,,0,0,0,,,,
32:11.9,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:11.9,sentence-prediction[1]-updated,think manuel has done many,,"380,195",N,5,0,0,i don't think manuel has done many,,"person5, person4, person1, person6, person3, person7, person2, Unknown, person8","location8, location3, location5, location2, lcoation1, location6, lovation7, location4"
32:11.9,sentence-prediction[2]-updated,have to.,,"520,410",Y,2,0,0,i am always looking for the prediction but i don't have to.,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
32:11.9,sentence-prediction[3]-updated,do it,,"250,410",N,2,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
32:11.9,sentence-prediction[4]-updated,worry about looking elsewhere,,"110,130",N,4,0,0,so don't worry about looking elsewhere,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
32:12.0,word-prediction[1]-updated,know,,"700,410",,0,0,0,,,,
32:12.0,word-prediction[2]-updated,want,,"110,195",,0,0,0,,,,
32:12.0,word-prediction[3]-updated,like,,"790,410",,0,0,0,,,,
32:12.0,word-prediction[4]-updated,even,,"200,195",,0,0,0,,,,
32:13.5,word-prediction[3]-selected,like,"818.5,453.5","790,410",,0,0,0,,,,
32:13.5,output-updated,i don't like ,,,,0,0,0,,,,
32:13.6,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:13.7,sentence-prediction[1]-updated,to be a parent now,,"380,195",N,5,0,0,i would not like to be a parent now,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
32:13.7,sentence-prediction[2]-updated,magic,,"650,623",N,1,0,0,it works like magic,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:13.7,sentence-prediction[3]-updated,dasher,,"250,410",N,1,0,0,nothing like dasher,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
32:13.7,sentence-prediction[4]-updated,jess glyn,,"610,410",N,2,0,0,do you like jess glyn,,"Unknown, person2, person3, person5, person7, person1, person6, person4, person8","location2, lcoation1, location8, location3, location4, location6, location5, lovation7"
32:13.8,sentence-prediction[5]-updated,small humps,,"160,345",N,2,0,0,between rooms you have like small humps,,"person2, person4, Unknown, person1, person6, person3, person7, person5, person8","lcoation1, location5, location6, location3, location8, lovation7, location2, location4"
32:13.8,word-prediction[1]-updated,the,,"380,130",,0,0,0,,,,
32:13.8,word-prediction[2]-updated,it,,"650,130",,0,0,0,,,,
32:13.8,word-prediction[3]-updated,you,,"470,130",,0,0,0,,,,
32:13.8,word-prediction[4]-updated,being,,"470,623",,0,0,0,,,,
32:14.6,Letter-button-selected,p,"887,326","830,260",,0,0,0,,,,
32:14.7,output-updated,i don't like p,,,,0,0,0,,,,
32:14.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:14.8,sentence-prediction[1]-updated,people proves that i don't do it,,"200,195",N,7,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
32:14.8,sentence-prediction[2]-updated,parent now,,"70,410",N,2,0,0,i would not like to be a parent now,,"person7, person1, person6, Unknown, person2, person3, person4, person5, person8","location5, location2, lovation7, location3, location6, location4, lcoation1, location8"
32:14.8,sentence-prediction[3]-updated,planning what i will type next,,"790,410",N,6,0,0,and i am not planning what i will type next,,"person4, person1, person6, person2, person5, Unknown, person3, person7, person8","location2, location5, location6, location4, lcoation1, location8, lovation7, location3"
32:14.8,word-prediction[1]-updated,playing,,"790,345",,0,0,0,,,,
32:14.8,word-prediction[2]-updated,putting,,"560,130",,0,0,0,,,,
32:14.9,word-prediction[3]-updated,paul,,"70,345",,0,0,0,,,,
32:14.9,word-prediction[4]-updated,peter,,"200,130",,0,0,0,,,,
32:16.9,Sentence-prediction[1]-selected,people,"252,226.50",,N,7,0,1,people proves that i don't do it,,,
32:16.9,output-updated,i don't like people ,,,,0,0,0,,,,
32:17.0,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:17.1,sentence-prediction[1]-updated,proves that i don't do it,,"830,195",N,6,0,0,but i think my using it slower than other people proves that i don't do it,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
32:17.1,sentence-prediction[2]-updated,are still looking for specific words,,"70,410",N,6,0,0,i find that people are still looking for specific words,,"person1, person3, person2, person7, person8, Unknown, person4, person5, person6","lcoation1, location8, lovation7, location3, location6, location4, location2, location5"
32:17.1,sentence-prediction[3]-updated,who cannot speak,,"110,195",N,3,0,0,the system is for people who cannot speak,,,"location3, location4, location5, location6, lovation7, location8, lcoation1, location2"
32:17.1,sentence-prediction[4]-updated,i am looking for specific words,,"650,130",N,6,0,0,because i type slower than other people i am looking for specific words,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
32:17.1,word-prediction[1]-updated,in,,"650,195",,0,0,0,,,,
32:17.1,word-prediction[2]-updated,to,,"380,130",,0,0,0,,,,
32:17.1,word-prediction[3]-updated,and,,"70,345",,0,0,0,,,,
32:17.2,word-prediction[4]-updated,have,,"520,345",,0,0,0,,,,
32:18.7,Letter-button-selected,l,"832.5,514","790,475",,0,0,0,,,,
32:18.7,output-updated,i don't like people l,,,,0,0,0,,,,
32:18.8,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:18.8,sentence-prediction[1]-updated,like magic,,"650,195",N,2,0,0,it works like magic,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:18.8,word-prediction[1]-updated,love,,"740,130",,0,0,0,,,,
32:18.9,word-prediction[2]-updated,live,,"650,130",,0,0,0,,,,
32:18.9,word-prediction[3]-updated,laugh,,"70,410",,0,0,0,,,,
32:18.9,word-prediction[4]-updated,left,,"200,195",,0,0,0,,,,
32:20.0,Letter-button-selected,o,"766.5,300.5","740,260",,0,0,0,,,,
32:20.0,output-updated,i don't like people lo,,,,0,0,0,,,,
32:20.1,tags-Updated,Current Location and Identification Tags Updated,,,,0,0,0,,,,"location3, location5, location8, lcoation1, location2, location4, location6, lovation7"
32:20.2,sentence-prediction[1]-updated,love love love love love the new system,,"380,623",N,8,0,0,i just love love love love love the new system,,"Unknown, person1, person5, person4, person3, person7, person2, person6, person8","lovation7, location5, lcoation1, location6, location4, location2, location8, location3"
