File Count,File Name,Timestamp,Event,Utterance,selected,missed,selected / missed,WP or SP?,Word Count,Character Count,Total Character Count,Time (mins),Time (secs),Words per minute,Characters per Second,Derived Time (sec),Derived Time (mins),Predicted Words Used,No. of Predicted Words Used,Predicted Sentences Used,No. of Words Used in Predicted Sentences,No. of Predicted Sentences Used,Actual Keys pressed,Actual Keystrokes,Actual Keystroke Savings,Keys pressed if user used predictions the first time they appeared,Min. keys user has to press if system could predict all current words and next words/phrases in the lexicon (at each moment) ASAP and user uses all those predictions the first time they appear,Keystrokes,Keystrokes Saved,Words in the lexicon (WP),Theoretical min character (WP),Words in the lexicon (SP),Theoretical min character (Word SP),Phrases in the lexicon (SP),Theoretical min character (Phrase SP),Keystrokes involved in selecting predictions,Total min. char (including TTS button),Keystrokes saved (lexicon)
1,02012020-132021.csv,13:21:27.316000,words-per-minute-value_character_count,19.4,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:27.331000,output-updated,-,0,0,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0
1,02012020-132021.csv,13:21:27.403000,tags-Updated,Current Location and Identification Tags Updated,0,0,-,-,6,48,48,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,47
1,02012020-132021.csv,13:21:27.425000,sentence-prediction[1]-updated,hello alex,0,0,-,-,2,10,10,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,9
1,02012020-132021.csv,13:21:27.439000,sentence-prediction[2]-updated,exactly,0,0,-,-,1,7,7,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,6
1,02012020-132021.csv,13:21:27.452000,sentence-prediction[3]-updated,hello everyone,0,0,-,-,2,14,14,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,13
1,02012020-132021.csv,13:21:27.466000,sentence-prediction[4]-updated,the voice,0,0,-,-,2,9,9,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,8
1,02012020-132021.csv,13:21:27.480000,sentence-prediction[5]-updated,normal please,0,0,-,-,2,13,13,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,12
1,02012020-132021.csv,13:21:27.493000,word-prediction[1]-updated,to,0,0,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1
1,02012020-132021.csv,13:21:27.507000,word-prediction[2]-updated,and,0,0,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,2
1,02012020-132021.csv,13:21:27.507000,word-prediction[3]-updated,of,0,0,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1
1,02012020-132021.csv,13:21:27.531000,word-prediction[4]-updated,in,0,0,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1
1,02012020-132021.csv,13:21:30.015000,Letter-button-selected,t,0,0,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0
1,02012020-132021.csv,13:21:30.031000,output-updated,t,0,0,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0
1,02012020-132021.csv,13:21:30.065000,tags-Updated,Current Location and Identification Tags Updated,0,0,-,-,6,48,48,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,47
1,02012020-132021.csv,13:21:30.091000,sentence-prediction[1]-updated,the bigger the database of sentences the more sentences or part of the sentence i will be able to select,0,0,-,-,20,104,104,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,103
1,02012020-132021.csv,13:21:30.104000,word-prediction[1]-updated,to,0,0,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1
1,02012020-132021.csv,13:21:30.122000,word-prediction[2]-updated,that,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:30.135000,word-prediction[3]-updated,time,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:30.152000,word-prediction[4]-updated,two,0,0,-,-,1,3,3,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,2
1,02012020-132021.csv,13:21:31.389000,Letter-button-selected,h,0,0,-,-,1,1,1,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,0
1,02012020-132021.csv,13:21:31.403000,output-updated,th,0,0,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,1
1,02012020-132021.csv,13:21:31.448000,tags-Updated,Current Location and Identification Tags Updated,0,0,-,-,6,48,48,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,47
1,02012020-132021.csv,13:21:31.472000,sentence-prediction[1]-updated,the bigger the database of sentences the more sentences or part of the sentence i will be able to select,0,0,-,-,20,104,104,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,103
1,02012020-132021.csv,13:21:31.483000,word-prediction[1]-updated,that,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:31.495000,word-prediction[2]-updated,this,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:31.507000,word-prediction[3]-updated,they,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:31.507000,word-prediction[4]-updated,than,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:32.960000,word-prediction[2]-selected,this,0,0,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,3
1,02012020-132021.csv,13:21:32.976000,output-updated,this ,1,0,want,word,1,5,5,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,4
1,02012020-132021.csv,13:21:33.058000,tags-Updated,Current Location and Identification Tags Updated,0,0,-,-,6,48,48,,,,,,,,,,,,,,,,,,,,0,,0,,0,0,1,47
